County,FIPS,Average Annual Count,State
Cattaraugus County,36009.0,535.0,New York
Harford County,24025.0,1619.0,Maryland
Lake County,12069.0,3142.0,Florida
Marion County,39101.0,427.0,Ohio
Real County,48385.0,26.0,Texas
La Salle Parish,22059.0,88.0,Louisiana
Craighead County,5031.0,571.0,Arkansas
Pinellas County,12103.0,7875.0,Florida
Wichita County,48485.0,717.0,Texas
Grundy County,47061.0,95.0,Tennessee
Jefferson Davis County,28065.0,85.0,Mississippi
Anoka County,27003.0,2047.0,Minnesota
West Baton Rouge Parish,22121.0,153.0,Louisiana
Waukesha County,55133.0,2783.0,Wisconsin
Roosevelt County,30085.0,50.0,Montana
St. Louis County,27137.0,1374.0,Minnesota
Effingham County,17049.0,223.0,Illinois
Martin County,37117.0,175.0,North Carolina
Greene County,13133.0,167.0,Georgia
Waldo County,23027.0,301.0,Maine
Oneida County,36065.0,1551.0,New York
St. Bernard Parish,22087.0,222.0,Louisiana
Mills County,19129.0,98.0,Iowa
Dixie County,12029.0,133.0,Florida
Franklin County,29071.0,684.0,Missouri
Dillon County,45033.0,179.0,South Carolina
Pickaway County,39129.0,354.0,Ohio
Polk County,12105.0,4800.0,Florida
Randolph County,37151.0,942.0,North Carolina
Clearwater County,27029.0,58.0,Minnesota
Lampasas County,48281.0,149.0,Texas
Tyler County,54095.0,65.0,West Virginia
Jackson County,13157.0,413.0,Georgia
Carroll County,24013.0,1115.0,Maryland
Pender County,37141.0,397.0,North Carolina
Cherokee County,40021.0,281.0,Oklahoma
Calhoun County,1015.0,733.0,Alabama
Itasca County,27061.0,343.0,Minnesota
Schenectady County,36093.0,1000.0,New York
Knox County,39083.0,401.0,Ohio
Franklin County,21073.0,331.0,Kentucky
Brunswick County,37019.0,1290.0,North Carolina
Breathitt County,21025.0,91.0,Kentucky
Worth County,13321.0,142.0,Georgia
Rock County,55105.0,1014.0,Wisconsin
Hardin County,39065.0,180.0,Ohio
Ohio County,54069.0,303.0,West Virginia
Ottawa County,40115.0,192.0,Oklahoma
Cleburne County,5023.0,204.0,Arkansas
Dorchester County,24019.0,240.0,Maryland
Ben Hill County,13017.0,107.0,Georgia
Davie County,37059.0,307.0,North Carolina
Greene County,5055.0,271.0,Arkansas
Faribault County,27043.0,105.0,Minnesota
Morgan County,39115.0,104.0,Ohio
Murray County,13213.0,232.0,Georgia
Clark County,39023.0,919.0,Ohio
Nassau County,36059.0,8999.0,New York
Cedar County,19031.0,128.0,Iowa
Leslie County,21131.0,72.0,Kentucky
Merrimack County,33013.0,1015.0,New Hampshire
Crawford County,55023.0,124.0,Wisconsin
Morehouse Parish,22067.0,171.0,Louisiana
Mason County,53045.0,507.0,Washington
Fremont County,19071.0,50.0,Iowa
Elmore County,16039.0,144.0,Idaho
Sabine Parish,22085.0,154.0,Louisiana
Clinton County,39027.0,269.0,Ohio
Kittson County,27069.0,34.0,Minnesota
Denali,2068.0,9.0,Alaska
Jones County,19105.0,148.0,Iowa
Hutchinson County,46067.0,53.0,South Dakota
Lincoln County,31111.0,241.0,Nebraska
Paulding County,13223.0,798.0,Georgia
Meriwether County,13199.0,149.0,Georgia
Jefferson County,17081.0,251.0,Illinois
Seneca County,39147.0,358.0,Ohio
Livingston Parish,22063.0,751.0,Louisiana
Fannin County,13111.0,234.0,Georgia
Wilcox County,1131.0,72.0,Alabama
Upshur County,48459.0,266.0,Texas
Cumberland County,34011.0,897.0,New Jersey
Lyon County,21143.0,68.0,Kentucky
Adams County,55001.0,194.0,Wisconsin
Foster County,38031.0,26.0,North Dakota
Carbon County,42025.0,484.0,Pennsylvania
Fallon County,30025.0,20.0,Montana
Juneau County,55057.0,194.0,Wisconsin
Polk County,19153.0,2531.0,Iowa
Randolph County,29175.0,152.0,Missouri
Macomb County,26099.0,5592.0,Michigan
Charles Mix County,46023.0,57.0,South Dakota
Belmont County,39013.0,473.0,Ohio
Somerset County,23025.0,378.0,Maine
Laurel County,21125.0,382.0,Kentucky
Broome County,36007.0,1321.0,New York
Cook County,13075.0,105.0,Georgia
Steuben County,36101.0,649.0,New York
Fillmore County,27045.0,149.0,Minnesota
Mahaska County,19123.0,142.0,Iowa
Runnels County,48399.0,68.0,Texas
Trigg County,21221.0,106.0,Kentucky
Issaquena County,28055.0,8.0,Mississippi
Bell County,21013.0,165.0,Kentucky
Cottonwood County,27033.0,84.0,Minnesota
Hinds County,28049.0,1285.0,Mississippi
Highlands County,12055.0,970.0,Florida
Cass County,38017.0,860.0,North Dakota
Greensville County,51081.0,69.0,Virginia
Stewart County,13259.0,27.0,Georgia
Kay County,40071.0,286.0,Oklahoma
Grays Harbor County,53027.0,559.0,Washington
Madison County,28089.0,597.0,Mississippi
Johnston County,37101.0,1136.0,North Carolina
Marshall County,17123.0,87.0,Illinois
Aitkin County,27001.0,162.0,Minnesota
Dakota County,27037.0,2449.0,Minnesota
Dinwiddie County,51053.0,189.0,Virginia
Blair County,42013.0,865.0,Pennsylvania
Brantley County,13025.0,112.0,Georgia
Skagit County,53057.0,892.0,Washington
Monroe County,47123.0,332.0,Tennessee
Medina County,39103.0,1196.0,Ohio
Montgomery County,17135.0,199.0,Illinois
Morgan County,13211.0,135.0,Georgia
Franklin Parish,22041.0,126.0,Louisiana
Hawkins County,47073.0,410.0,Tennessee
Rockingham County,37157.0,658.0,North Carolina
Montague County,48337.0,146.0,Texas
Walker County,1127.0,441.0,Alabama
Danville City,51590.0,296.0,Virginia
Ouachita County,5103.0,158.0,Arkansas
Webster County,31181.0,27.0,Nebraska
Nome Census Area,2180.0,33.0,Alaska
St. Charles Parish,22089.0,295.0,Louisiana
Lake County,39085.0,1624.0,Ohio
St. Mary Parish,22101.0,315.0,Louisiana
Oneida County,55085.0,324.0,Wisconsin
Hoke County,37093.0,234.0,North Carolina
Jefferson County,31095.0,57.0,Nebraska
Caddo County,40015.0,159.0,Oklahoma
Madison County,36053.0,455.0,New York
Polk County,13233.0,249.0,Georgia
Muskogee County,40101.0,405.0,Oklahoma
Putnam County,36079.0,648.0,New York
Colleton County,45029.0,267.0,South Carolina
Shoshone County,16079.0,99.0,Idaho
Santa Rosa County,12113.0,1115.0,Florida
Ritchie County,54085.0,65.0,West Virginia
Union County,37179.0,1242.0,North Carolina
Harnett County,37085.0,675.0,North Carolina
Washington County,36115.0,438.0,New York
Staunton City,51790.0,178.0,Virginia
Bremer County,19017.0,162.0,Iowa
Yancey County,37199.0,151.0,North Carolina
Lewis County,16061.0,31.0,Idaho
Coke County,48081.0,26.0,Texas
Lorain County,39093.0,2031.0,Ohio
Caswell County,37033.0,171.0,North Carolina
Lycoming County,42081.0,773.0,Pennsylvania
Le Sueur County,27079.0,182.0,Minnesota
Douglas County,27041.0,291.0,Minnesota
Montgomery County,39113.0,3387.0,Ohio
Burt County,31021.0,50.0,Nebraska
Moultrie County,17139.0,92.0,Illinois
Kent County,44003.0,1165.0,Rhode Island
Glenn County,6021.0,167.0,California
Columbus County,37047.0,352.0,North Carolina
Phillips County,30071.0,33.0,Montana
Kiowa County,40075.0,56.0,Oklahoma
Pike County,28113.0,244.0,Mississippi
Mecklenburg County,51117.0,248.0,Virginia
Logan County,5083.0,150.0,Arkansas
Washington County,16087.0,83.0,Idaho
Sarasota County,12115.0,4441.0,Florida
Ogemaw County,26129.0,177.0,Michigan
Atlantic County,34001.0,1810.0,New Jersey
Henry County,47079.0,251.0,Tennessee
Hot Spring County,5059.0,218.0,Arkansas
Kitsap County,53035.0,1728.0,Washington
Flathead County,30029.0,701.0,Montana
Bay County,26017.0,734.0,Michigan
Tallahatchie County,28135.0,76.0,Mississippi
Catahoula Parish,22025.0,60.0,Louisiana
Itawamba County,28057.0,149.0,Mississippi
Cooke County,48097.0,269.0,Texas
Hardeman County,47069.0,167.0,Tennessee
Ozaukee County,55089.0,630.0,Wisconsin
Douglas County,17041.0,124.0,Illinois
Jefferson Davis Parish,22053.0,193.0,Louisiana
Gordon County,13129.0,330.0,Georgia
Sarpy County,31153.0,902.0,Nebraska
Vance County,37181.0,276.0,North Carolina
Choctaw County,40023.0,99.0,Oklahoma
East Feliciana Parish,22037.0,136.0,Louisiana
Cass County,48067.0,210.0,Texas
Wyoming County,54109.0,152.0,West Virginia
Pottawattamie County,19155.0,588.0,Iowa
Douglas County,31055.0,2942.0,Nebraska
Champaign County,39021.0,257.0,Ohio
Montmorency County,26119.0,82.0,Michigan
Raleigh County,54081.0,516.0,West Virginia
Cedar County,31027.0,59.0,Nebraska
Union County,19175.0,83.0,Iowa
Carlton County,27017.0,233.0,Minnesota
Harding County,35021.0,7.0,New Mexico
Butler County,29023.0,275.0,Missouri
Dodge County,31053.0,236.0,Nebraska
Vilas County,55125.0,226.0,Wisconsin
Franklin County,36033.0,313.0,New York
Boundary County,16021.0,87.0,Idaho
Harrison County,28047.0,1195.0,Mississippi
Clinton County,42035.0,245.0,Pennsylvania
Union County,46127.0,104.0,South Dakota
Carroll County,13045.0,622.0,Georgia
Washington County,44009.0,925.0,Rhode Island
Emporia City,51595.0,37.0,Virginia
Rowan County,37159.0,925.0,North Carolina
Sherburne County,27141.0,464.0,Minnesota
Vernon Parish,22115.0,231.0,Louisiana
Greene County,47059.0,505.0,Tennessee
Morton County,38059.0,194.0,North Dakota
Hamlin County,46057.0,33.0,South Dakota
Marshall County,54051.0,228.0,West Virginia
Wise County,48497.0,391.0,Texas
Schoharie County,36095.0,224.0,New York
Nicholas County,54067.0,181.0,West Virginia
Wabasha County,27157.0,155.0,Minnesota
Scotland County,37165.0,217.0,North Carolina
Charles City County,51036.0,58.0,Virginia
Richland County,39139.0,821.0,Ohio
Caroline County,24011.0,210.0,Maryland
Madison County,39097.0,264.0,Ohio
New Hanover County,37129.0,1407.0,North Carolina
McMullen County,48311.0,5.0,Texas
Scioto County,39145.0,469.0,Ohio
Athens County,39009.0,311.0,Ohio
Webster County,19187.0,242.0,Iowa
Washington County,37187.0,89.0,North Carolina
Goodhue County,27049.0,323.0,Minnesota
Hughes County,46065.0,110.0,South Dakota
Franklin County,5047.0,114.0,Arkansas
Martin County,27091.0,150.0,Minnesota
Lafayette Parish,22055.0,1273.0,Louisiana
Scott County,21209.0,279.0,Kentucky
Maury County,47119.0,594.0,Tennessee
Furnas County,31065.0,36.0,Nebraska
Lunenburg County,51111.0,89.0,Virginia
New Madrid County,29143.0,114.0,Missouri
Muhlenberg County,21177.0,212.0,Kentucky
Lake County,26085.0,104.0,Michigan
Coshocton County,39031.0,242.0,Ohio
Butte County,6007.0,1320.0,California
Tallapoosa County,1123.0,301.0,Alabama
Kandiyohi County,27067.0,280.0,Minnesota
Schuyler County,17169.0,53.0,Illinois
Bell County,48027.0,1595.0,Texas
Tift County,13277.0,231.0,Georgia
Forsyth County,13117.0,1210.0,Georgia
Lamar County,48277.0,326.0,Texas
York County,23031.0,1496.0,Maine
Panola County,28107.0,202.0,Mississippi
Aransas County,48007.0,203.0,Texas
Iredell County,37097.0,1104.0,North Carolina
Jefferson County,40067.0,37.0,Oklahoma
Lyon County,19119.0,75.0,Iowa
Knox County,23013.0,327.0,Maine
Knott County,21119.0,95.0,Kentucky
Nemaha County,31127.0,47.0,Nebraska
Marion County,28091.0,159.0,Mississippi
Sutton County,48435.0,22.0,Texas
Perry County,42099.0,309.0,Pennsylvania
Monroe County,5095.0,52.0,Arkansas
Lackawanna County,42069.0,1447.0,Pennsylvania
Duplin County,37061.0,321.0,North Carolina
Lincoln County,55069.0,216.0,Wisconsin
Monroe County,29137.0,67.0,Missouri
Franklin County,13119.0,150.0,Georgia
Erie County,42049.0,1723.0,Pennsylvania
Pierce County,53053.0,4801.0,Washington
Sioux County,19167.0,197.0,Iowa
Belknap County,33001.0,483.0,New Hampshire
Stewart County,47161.0,94.0,Tennessee
Caddo Parish,22017.0,1472.0,Louisiana
Orange County,51137.0,248.0,Virginia
Franklin County,37069.0,421.0,North Carolina
Gilmer County,13123.0,253.0,Georgia
Morgan County,54065.0,131.0,West Virginia
Bartow County,13015.0,594.0,Georgia
Coos County,33007.0,256.0,New Hampshire
Thomas County,13275.0,286.0,Georgia
Ouachita Parish,22073.0,880.0,Louisiana
Warren County,47177.0,256.0,Tennessee
Gilmer County,54021.0,46.0,West Virginia
Taylor County,19173.0,44.0,Iowa
Price County,55099.0,121.0,Wisconsin
Cass County,27021.0,250.0,Minnesota
Carroll County,17015.0,117.0,Illinois
Washington County,28151.0,275.0,Mississippi
Van Buren County,5141.0,127.0,Arkansas
St. Clair County,17163.0,1524.0,Illinois
Snohomish County,53061.0,4382.0,Washington
Shelby County,21211.0,281.0,Kentucky
Lincoln County,13181.0,62.0,Georgia
Greenbrier County,54025.0,246.0,West Virginia
Wood County,54107.0,593.0,West Virginia
Ogle County,17141.0,343.0,Illinois
Alfalfa County,40003.0,39.0,Oklahoma
Wood County,48499.0,378.0,Texas
Guilford County,37081.0,3002.0,North Carolina
Washington County,19183.0,146.0,Iowa
Calvert County,24009.0,547.0,Maryland
Morgan County,21175.0,84.0,Kentucky
Jefferson County,29099.0,1334.0,Missouri
Monroe County,13207.0,182.0,Georgia
Thurston County,53067.0,1761.0,Washington
Decatur County,47039.0,86.0,Tennessee
Bay County,12005.0,1150.0,Florida
Union County,13291.0,239.0,Georgia
Hopkins County,48223.0,229.0,Texas
Stokes County,37169.0,326.0,North Carolina
Huron County,39077.0,360.0,Ohio
Hamilton County,31081.0,61.0,Nebraska
Lake and Peninsula Borough,2164.0,7.0,Alaska
Burke County,37023.0,621.0,North Carolina
Clatsop County,41007.0,297.0,Oregon
Silver Bow County,30093.0,228.0,Montana
Sac County,19161.0,74.0,Iowa
Baltimore County,24005.0,5234.0,Maryland
Cannon County,47015.0,92.0,Tennessee
Queen Annes County,24035.0,334.0,Maryland
Troup County,13285.0,392.0,Georgia
Allen County,21003.0,128.0,Kentucky
Carteret County,37031.0,549.0,North Carolina
Baker County,12003.0,150.0,Florida
Rapides Parish,22079.0,761.0,Louisiana
Douglas County,13097.0,698.0,Georgia
Sullivan County,42113.0,54.0,Pennsylvania
Chariton County,29041.0,55.0,Missouri
Kendall County,17093.0,574.0,Illinois
Henry County,13151.0,1173.0,Georgia
Grant Parish,22043.0,124.0,Louisiana
McHenry County,17111.0,1792.0,Illinois
Hancock County,54029.0,225.0,West Virginia
Blount County,47009.0,922.0,Tennessee
O'Brien County,19141.0,97.0,Iowa
Morrison County,27097.0,227.0,Minnesota
Cleveland County,5025.0,54.0,Arkansas
Baltimore City,24510.0,3230.0,Maryland
Wirt County,54105.0,39.0,West Virginia
Prince George County,51149.0,206.0,Virginia
Randolph County,17157.0,210.0,Illinois
Pottawatomie County,40125.0,417.0,Oklahoma
Lyon County,27083.0,147.0,Minnesota
Treutlen County,13283.0,39.0,Georgia
Codington County,46029.0,181.0,South Dakota
Walthall County,28147.0,92.0,Mississippi
Mitchell County,37121.0,117.0,North Carolina
Turner County,13287.0,56.0,Georgia
Saline County,31151.0,82.0,Nebraska
Fayette County,17051.0,138.0,Illinois
Buchanan County,29021.0,501.0,Missouri
Dodge County,27039.0,115.0,Minnesota
Johnson County,48251.0,935.0,Texas
Hancock County,21091.0,57.0,Kentucky
Calhoun County,17013.0,37.0,Illinois
Wayne County,26163.0,10218.0,Michigan
Livingston County,17105.0,238.0,Illinois
Fayette County,21067.0,1632.0,Kentucky
McMinn County,47107.0,359.0,Tennessee
Grant County,40053.0,27.0,Oklahoma
Piatt County,17147.0,112.0,Illinois
Anderson County,21005.0,141.0,Kentucky
Clayton County,19043.0,129.0,Iowa
Weakley County,47183.0,200.0,Tennessee
Franklin City,51620.0,55.0,Virginia
Lake of the Woods County,27077.0,30.0,Minnesota
Fentress County,47049.0,137.0,Tennessee
Sullivan County,47163.0,1121.0,Tennessee
Appling County,13001.0,114.0,Georgia
Mifflin County,42087.0,323.0,Pennsylvania
Eddy County,38027.0,18.0,North Dakota
Hunterdon County,34019.0,874.0,New Jersey
Cherokee County,45021.0,340.0,South Carolina
Swisher County,48437.0,41.0,Texas
Macon County,29121.0,104.0,Missouri
Payette County,16075.0,157.0,Idaho
Sheridan County,38083.0,12.0,North Dakota
Crawford County,5033.0,365.0,Arkansas
Wright County,27171.0,702.0,Minnesota
White County,5145.0,444.0,Arkansas
Defiance County,39039.0,248.0,Ohio
Hardin County,17069.0,30.0,Illinois
Bossier Parish,22015.0,683.0,Louisiana
Pike County,29163.0,112.0,Missouri
Lucas County,39095.0,2531.0,Ohio
Washington County,29221.0,149.0,Missouri
Louisa County,19115.0,71.0,Iowa
Hardin County,19083.0,123.0,Iowa
Cooper County,29053.0,106.0,Missouri
Rains County,48379.0,96.0,Texas
Rowan County,21205.0,122.0,Kentucky
Dawson County,13085.0,180.0,Georgia
Jackson County,28059.0,847.0,Mississippi
Lawrence County,47099.0,273.0,Tennessee
Scott County,5127.0,68.0,Arkansas
Plymouth County,25023.0,3415.0,Massachusetts
White County,47185.0,182.0,Tennessee
Cuyahoga County,39035.0,8023.0,Ohio
Lewis and Clark County,30049.0,448.0,Montana
Richmond County,13245.0,1093.0,Georgia
Warren County,37185.0,149.0,North Carolina
Cabarrus County,37025.0,1135.0,North Carolina
Pulaski County,29169.0,197.0,Missouri
Northampton County,37131.0,145.0,North Carolina
Cheshire County,33005.0,520.0,New Hampshire
Hancock County,28045.0,317.0,Mississippi
Lonoke County,5085.0,385.0,Arkansas
Harrison County,29081.0,58.0,Missouri
Dawson County,48115.0,62.0,Texas
Somerset County,42111.0,542.0,Pennsylvania
Brown County,46013.0,227.0,South Dakota
Whatcom County,53073.0,1326.0,Washington
Day County,46037.0,43.0,South Dakota
Hocking County,39073.0,188.0,Ohio
Houston County,13153.0,809.0,Georgia
Clermont County,39025.0,1257.0,Ohio
Crawford County,26039.0,109.0,Michigan
Berks County,42011.0,2589.0,Pennsylvania
Allegany County,36003.0,299.0,New York
Dubuque County,19061.0,599.0,Iowa
Rockingham County,33015.0,2079.0,New Hampshire
Kiowa County,8061.0,11.0,Colorado
Red River Parish,22081.0,51.0,Louisiana
Glacier County,30035.0,64.0,Montana
Matagorda County,48321.0,215.0,Texas
Johnson County,19103.0,673.0,Iowa
Cambria County,42021.0,990.0,Pennsylvania
Rice County,27131.0,376.0,Minnesota
East Baton Rouge Parish,22033.0,2354.0,Louisiana
Muscogee County,13215.0,1061.0,Georgia
New London County,9011.0,1723.0,Connecticut
Oconto County,55083.0,273.0,Wisconsin
Gadsden County,12039.0,288.0,Florida
Toombs County,13279.0,153.0,Georgia
Duchesne County,49013.0,89.0,Utah
Lawrence County,1079.0,215.0,Alabama
Clinch County,13065.0,40.0,Georgia
Cumberland County,37051.0,1551.0,North Carolina
McCone County,30055.0,13.0,Montana
Burleson County,48051.0,122.0,Texas
Craig County,40035.0,94.0,Oklahoma
Jefferson County,47089.0,371.0,Tennessee
Ashland County,39005.0,339.0,Ohio
Cross County,5037.0,106.0,Arkansas
Ramsey County,38071.0,78.0,North Dakota
Alexander County,37003.0,247.0,North Carolina
Elmore County,1051.0,502.0,Alabama
Bradford County,42015.0,417.0,Pennsylvania
Gibson County,47053.0,313.0,Tennessee
Prince Edward County,51147.0,115.0,Virginia
Mercer County,34021.0,2181.0,New Jersey
Meigs County,47121.0,87.0,Tennessee
Livingston County,29117.0,93.0,Missouri
Madison County,37115.0,152.0,North Carolina
Beaver County,42007.0,1196.0,Pennsylvania
Juniata County,42067.0,158.0,Pennsylvania
Winona County,27169.0,290.0,Minnesota
San Jacinto County,48407.0,197.0,Texas
Kent County,24029.0,154.0,Maryland
Hood County,48221.0,465.0,Texas
Hamilton County,36041.0,48.0,New York
Pettis County,29159.0,256.0,Missouri
Ketchikan Gateway Borough,2130.0,81.0,Alaska
Jefferson County,53031.0,346.0,Washington
Preston County,54077.0,225.0,West Virginia
Harper County,40059.0,23.0,Oklahoma
Venango County,42121.0,379.0,Pennsylvania
Putnam County,13237.0,168.0,Georgia
Winn Parish,22127.0,89.0,Louisiana
Simpson County,21213.0,115.0,Kentucky
Nobles County,27105.0,129.0,Minnesota
Cape Girardeau County,29031.0,464.0,Missouri
Uvalde County,48463.0,132.0,Texas
Red River County,48387.0,92.0,Texas
Brown County,55009.0,1473.0,Wisconsin
Alcona County,26001.0,101.0,Michigan
Middlesex County,9007.0,1152.0,Connecticut
Sabine County,48403.0,89.0,Texas
Jasper County,19099.0,244.0,Iowa
Miami County,39109.0,677.0,Ohio
Sunflower County,28133.0,141.0,Mississippi
Ramsey County,27123.0,2919.0,Minnesota
Liberty County,13179.0,245.0,Georgia
Gentry County,29075.0,40.0,Missouri
Salem City,51775.0,161.0,Virginia
Garvin County,40049.0,154.0,Oklahoma
Cocke County,47029.0,257.0,Tennessee
Rabun County,13241.0,139.0,Georgia
Talbot County,24041.0,321.0,Maryland
Bradford County,12007.0,172.0,Florida
Ware County,13299.0,213.0,Georgia
New Haven County,9009.0,5258.0,Connecticut
Armstrong County,42005.0,477.0,Pennsylvania
St. Marys County,24037.0,592.0,Maryland
Union County,47173.0,127.0,Tennessee
Lee County,17103.0,232.0,Illinois
Island County,53029.0,645.0,Washington
Attala County,28007.0,116.0,Mississippi
Taylor County,12123.0,142.0,Florida
Greene County,37079.0,123.0,North Carolina
Liberty County,48291.0,444.0,Texas
Clay County,28025.0,121.0,Mississippi
Manitowoc County,55071.0,571.0,Wisconsin
Lowndes County,13185.0,533.0,Georgia
Windham County,9015.0,712.0,Connecticut
Hardee County,12049.0,139.0,Florida
Henry County,17073.0,335.0,Illinois
Peach County,13225.0,162.0,Georgia
Andrew County,29003.0,117.0,Missouri
Union County,45087.0,184.0,South Carolina
Otoe County,31131.0,103.0,Nebraska
Grant County,5053.0,114.0,Arkansas
Rappahannock County,51157.0,59.0,Virginia
Sagadahoc County,23023.0,272.0,Maine
Oakland County,26125.0,7743.0,Michigan
Sumter County,12119.0,1729.0,Florida
Crockett County,47033.0,88.0,Tennessee
Saline County,17165.0,162.0,Illinois
Monroe County,55081.0,281.0,Wisconsin
King George County,51099.0,137.0,Virginia
Knox County,17095.0,341.0,Illinois
Butte County,16023.0,18.0,Idaho
Union County,42119.0,266.0,Pennsylvania
Okeechobee County,12093.0,262.0,Florida
Wilkinson County,28157.0,55.0,Mississippi
Delaware County,19055.0,120.0,Iowa
Orange County,36071.0,2087.0,New York
Edmonson County,21061.0,84.0,Kentucky
Madison Parish,22065.0,57.0,Louisiana
Sandusky County,39143.0,381.0,Ohio
Coffee County,47031.0,342.0,Tennessee
Pocahontas County,54075.0,63.0,West Virginia
Kane County,49025.0,56.0,Utah
Fairfield County,39045.0,911.0,Ohio
Roscommon County,26143.0,230.0,Michigan
Hamilton County,39061.0,4619.0,Ohio
Dallas County,29059.0,113.0,Missouri
Chatham County,37037.0,573.0,North Carolina
Pope County,27121.0,83.0,Minnesota
Conway County,5029.0,136.0,Arkansas
Mercer County,29129.0,26.0,Missouri
Rock County,27133.0,63.0,Minnesota
Saginaw County,26145.0,1231.0,Michigan
Kennebec County,23011.0,841.0,Maine
Richardson County,31147.0,61.0,Nebraska
Will County,17197.0,3588.0,Illinois
Clay County,48077.0,75.0,Texas
Claiborne County,47025.0,215.0,Tennessee
Alpena County,26007.0,219.0,Michigan
Stearns County,27145.0,835.0,Minnesota
Lake County,30047.0,222.0,Montana
Scott County,27139.0,697.0,Minnesota
Clarke County,19039.0,58.0,Iowa
Bibb County,13021.0,874.0,Georgia
Caldwell Parish,22021.0,60.0,Louisiana
Pembina County,38067.0,52.0,North Dakota
Jackson County,55053.0,138.0,Wisconsin
Calcasieu Parish,22019.0,1154.0,Louisiana
Clark County,55019.0,200.0,Wisconsin
Merrick County,31121.0,50.0,Nebraska
St. Lucie County,12111.0,2413.0,Florida
Tensas Parish,22107.0,32.0,Louisiana
Marshall County,28093.0,218.0,Mississippi
Kanabec County,27065.0,115.0,Minnesota
Rutland County,50021.0,451.0,Vermont
Georgetown County,45043.0,515.0,South Carolina
McPherson County,46089.0,19.0,South Dakota
Suwannee County,12121.0,304.0,Florida
Potter County,48375.0,584.0,Texas
Forsyth County,37067.0,2169.0,North Carolina
Smith County,48423.0,1322.0,Texas
Wilkes County,13317.0,72.0,Georgia
Columbiana County,39029.0,694.0,Ohio
Floyd County,13115.0,562.0,Georgia
Johnson County,17087.0,88.0,Illinois
Trinity County,48455.0,108.0,Texas
Sharkey County,28125.0,25.0,Mississippi
Clare County,26035.0,234.0,Michigan
Morris County,34027.0,3145.0,New Jersey
Miller County,29131.0,158.0,Missouri
Emanuel County,13107.0,130.0,Georgia
Dyer County,47045.0,224.0,Tennessee
Hartford County,9003.0,5372.0,Connecticut
Carroll County,39019.0,188.0,Ohio
Roanoke City,51770.0,589.0,Virginia
McClain County,40087.0,226.0,Oklahoma
Stephens County,40137.0,283.0,Oklahoma
Delaware County,36025.0,339.0,New York
Leon County,48289.0,121.0,Texas
Berkeley County,54003.0,660.0,West Virginia
Wayne County,19185.0,45.0,Iowa
Roger Mills County,40129.0,22.0,Oklahoma
Bosque County,48035.0,139.0,Texas
Coweta County,13077.0,777.0,Georgia
Greenwood County,45047.0,428.0,South Carolina
Charlotte County,12015.0,1942.0,Florida
Plaquemines Parish,22075.0,122.0,Louisiana
Jackson County,26075.0,991.0,Michigan
Stone County,28131.0,107.0,Mississippi
Burke County,13033.0,142.0,Georgia
Wayne County,47181.0,107.0,Tennessee
Okanogan County,53047.0,293.0,Washington
Lynn County,48305.0,32.0,Texas
Young County,48503.0,116.0,Texas
Wood County,39173.0,707.0,Ohio
Lincoln County,30053.0,167.0,Montana
Sumner County,47165.0,1107.0,Tennessee
Meeker County,27093.0,156.0,Minnesota
Douglas County,53017.0,251.0,Washington
Wythe County,51197.0,198.0,Virginia
Tolland County,9013.0,854.0,Connecticut
Putnam County,17155.0,41.0,Illinois
St. Clair County,26147.0,1047.0,Michigan
Whitfield County,13313.0,533.0,Georgia
Vernon County,55123.0,205.0,Wisconsin
Mineral County,54057.0,185.0,West Virginia
Warren County,19181.0,295.0,Iowa
McIntosh County,13191.0,95.0,Georgia
Caldwell County,21033.0,87.0,Kentucky
Borden County,48033.0,4.0,Texas
Perry County,29157.0,122.0,Missouri
Chattooga County,13055.0,152.0,Georgia
Berrien County,13019.0,111.0,Georgia
Davison County,46035.0,123.0,South Dakota
Crittenden County,5035.0,256.0,Arkansas
Lincoln County,40081.0,216.0,Oklahoma
Morgan County,1103.0,737.0,Alabama
Greenville County,45045.0,2926.0,South Carolina
Warren County,42123.0,288.0,Pennsylvania
Ashtabula County,39007.0,638.0,Ohio
Robertson County,47147.0,401.0,Tennessee
Park County,56029.0,209.0,Wyoming
Cherokee County,37039.0,248.0,North Carolina
Warren County,39165.0,1309.0,Ohio
Henry County,19087.0,129.0,Iowa
Summit County,49043.0,219.0,Utah
Seminole County,12117.0,2626.0,Florida
Ste. Genevieve County,29186.0,122.0,Missouri
Erie County,39043.0,542.0,Ohio
Henderson County,37089.0,907.0,North Carolina
Johnson County,13167.0,60.0,Georgia
Greene County,1063.0,55.0,Alabama
Nelson County,38063.0,26.0,North Dakota
Clay County,1027.0,96.0,Alabama
Payne County,40119.0,350.0,Oklahoma
Adams County,31001.0,189.0,Nebraska
De Witt County,17039.0,104.0,Illinois
Gage County,31067.0,151.0,Nebraska
Aroostook County,23003.0,513.0,Maine
Nicollet County,27103.0,190.0,Minnesota
Haskell County,40061.0,75.0,Oklahoma
Snyder County,42109.0,253.0,Pennsylvania
Washington County,31177.0,128.0,Nebraska
Shelby County,29205.0,41.0,Missouri
Geauga County,39055.0,646.0,Ohio
Woods County,40151.0,49.0,Oklahoma
Caroline County,51033.0,181.0,Virginia
Lawrence County,17101.0,95.0,Illinois
St. Lawrence County,36089.0,664.0,New York
Orange County,48361.0,479.0,Texas
Coffee County,13069.0,223.0,Georgia
Loudon County,47105.0,430.0,Tennessee
