County,FIPS,Average Annual Count,State
Jefferson Parish,22051.0,2623.0,Louisiana
Waller County,48473.0,237.0,Texas
Caribou County,16029.0,40.0,Idaho
Winneshiek County,19191.0,136.0,Iowa
Fond du Lac County,55039.0,654.0,Wisconsin
Cumberland County,47035.0,517.0,Tennessee
Anderson County,47001.0,506.0,Tennessee
Chelan County,53007.0,498.0,Washington
Nolan County,48353.0,88.0,Texas
Osceola County,19143.0,44.0,Iowa
Warren County,29219.0,215.0,Missouri
Blaine County,40011.0,58.0,Oklahoma
Richland County,38077.0,99.0,North Dakota
Scott County,47151.0,127.0,Tennessee
Cobb County,13067.0,3730.0,Georgia
Colquitt County,13071.0,250.0,Georgia
Bucks County,42017.0,4219.0,Pennsylvania
Bergen County,34003.0,5783.0,New Jersey
Conecuh County,1035.0,84.0,Alabama
Bacon County,13005.0,63.0,Georgia
Washburn County,55129.0,134.0,Wisconsin
Baxter County,5005.0,366.0,Arkansas
Allegheny County,42003.0,7884.0,Pennsylvania
Columbia County,41009.0,341.0,Oregon
Morgan County,29141.0,150.0,Missouri
Tyler County,48457.0,139.0,Texas
Polk County,37149.0,169.0,North Carolina
Reagan County,48383.0,14.0,Texas
Clay County,47027.0,58.0,Tennessee
Fulton County,13121.0,4943.0,Georgia
Hand County,46059.0,23.0,South Dakota
Suffolk City,51800.0,507.0,Virginia
York County,42133.0,2765.0,Pennsylvania
LaFourche Parish,22057.0,551.0,Louisiana
Union County,39159.0,305.0,Ohio
Union County,5139.0,246.0,Arkansas
King and Queen County,51097.0,49.0,Virginia
Hancock County,17067.0,127.0,Illinois
Pike County,1109.0,167.0,Alabama
Zavala County,48507.0,48.0,Texas
Santa Cruz County,6087.0,1550.0,California
Fayette County,19065.0,138.0,Iowa
Gasconade County,29073.0,109.0,Missouri
Jasper County,28061.0,106.0,Mississippi
Canyon County,16027.0,1114.0,Idaho
Beaufort County,37013.0,337.0,North Carolina
Prentiss County,28117.0,149.0,Mississippi
Jackson County,5067.0,101.0,Arkansas
Burleigh County,38015.0,546.0,North Dakota
Haskell County,48207.0,36.0,Texas
Kaufman County,48257.0,632.0,Texas
Warren County,21227.0,627.0,Kentucky
Southampton County,51175.0,131.0,Virginia
Valley County,30105.0,54.0,Montana
Platte County,31141.0,196.0,Nebraska
Van Zandt County,48467.0,387.0,Texas
Monroe County,54063.0,90.0,West Virginia
Hutchinson County,48233.0,120.0,Texas
Monongalia County,54061.0,480.0,West Virginia
Milam County,48331.0,165.0,Texas
Garland County,5051.0,722.0,Arkansas
Litchfield County,9005.0,1305.0,Connecticut
Clayton County,13063.0,1206.0,Georgia
Shannon County,29203.0,51.0,Missouri
Macon County,13193.0,75.0,Georgia
Hart County,13147.0,177.0,Georgia
Newton County,48351.0,88.0,Texas
Lee County,37105.0,361.0,North Carolina
Butler County,39017.0,2077.0,Ohio
Gillespie County,48171.0,218.0,Texas
Mecklenburg County,37119.0,4949.0,North Carolina
Hardin County,48199.0,322.0,Texas
Dixon County,31051.0,36.0,Nebraska
Hamblen County,47063.0,388.0,Tennessee
Tulsa County,40143.0,3422.0,Oklahoma
Webster County,28155.0,62.0,Mississippi
Crook County,41013.0,180.0,Oregon
Wabash County,17185.0,78.0,Illinois
Dutchess County,36027.0,1848.0,New York
Miner County,46097.0,15.0,South Dakota
Lyon County,32019.0,388.0,Nevada
Grayson County,48181.0,810.0,Texas
Summit County,39153.0,3299.0,Ohio
Oxford County,23017.0,422.0,Maine
Lauderdale County,47097.0,144.0,Tennessee
Lawrence County,42073.0,601.0,Pennsylvania
Pittsburg County,40121.0,279.0,Oklahoma
Craig County,51045.0,36.0,Virginia
Pushmataha County,40127.0,76.0,Oklahoma
St. Helena Parish,22091.0,71.0,Louisiana
Shasta County,6089.0,1206.0,California
Hill County,30041.0,85.0,Montana
Cass County,17017.0,79.0,Illinois
Martin County,12085.0,1409.0,Florida
Washington County,1129.0,98.0,Alabama
Talladega County,1121.0,494.0,Alabama
Chester County,45023.0,203.0,South Carolina
Henderson County,47077.0,173.0,Tennessee
York County,31185.0,89.0,Nebraska
Madison County,31119.0,198.0,Nebraska
Sussex County,10005.0,1903.0,Delaware
Butler County,1013.0,122.0,Alabama
Dallas County,5039.0,49.0,Arkansas
Roane County,47145.0,391.0,Tennessee
Ward County,38101.0,328.0,North Dakota
Bertie County,37015.0,128.0,North Carolina
Harlan County,31083.0,25.0,Nebraska
Hamilton County,47065.0,2164.0,Tennessee
Lowndes County,28087.0,332.0,Mississippi
Union County,17181.0,123.0,Illinois
Culpeper County,51047.0,292.0,Virginia
Winnebago County,55139.0,965.0,Wisconsin
Whiteside County,17195.0,380.0,Illinois
Midland County,26111.0,519.0,Michigan
Henry County,29083.0,150.0,Missouri
Spotsylvania County,51177.0,724.0,Virginia
Benzie County,26019.0,145.0,Michigan
Guthrie County,19077.0,74.0,Iowa
Reynolds County,29179.0,46.0,Missouri
Grainger County,47057.0,159.0,Tennessee
Steele County,27147.0,223.0,Minnesota
Crawford County,42039.0,570.0,Pennsylvania
Yadkin County,37197.0,246.0,North Carolina
Rockland County,36087.0,1777.0,New York
Bladen County,37017.0,211.0,North Carolina
Callaway County,29027.0,260.0,Missouri
Josephine County,41033.0,679.0,Oregon
Tom Green County,48451.0,629.0,Texas
Waseca County,27161.0,114.0,Minnesota
Hancock County,19081.0,76.0,Iowa
Autauga County,1001.0,324.0,Alabama
Nuckolls County,31129.0,34.0,Nebraska
Ozark County,29153.0,71.0,Missouri
Van Buren County,19177.0,51.0,Iowa
Mercer County,42085.0,770.0,Pennsylvania
Orange County,37135.0,744.0,North Carolina
Limestone County,48293.0,141.0,Texas
Tate County,28137.0,160.0,Mississippi
Boone County,5009.0,244.0,Arkansas
Somervell County,48425.0,58.0,Texas
Fairfield County,9001.0,5384.0,Connecticut
Copiah County,28029.0,170.0,Mississippi
Glynn County,13127.0,565.0,Georgia
Comanche County,40031.0,569.0,Oklahoma
Lafayette County,29107.0,205.0,Missouri
Lake County,17097.0,3772.0,Illinois
Tuscarawas County,39157.0,582.0,Ohio
Coles County,17029.0,272.0,Illinois
Carroll County,33003.0,427.0,New Hampshire
Hennepin County,27053.0,6537.0,Minnesota
Ballard County,21007.0,53.0,Kentucky
Jones County,28067.0,385.0,Mississippi
Harrison County,48203.0,396.0,Texas
Screven County,13251.0,93.0,Georgia
Pickens County,45077.0,712.0,South Carolina
Iron County,55051.0,56.0,Wisconsin
Davis County,19051.0,52.0,Iowa
Berkshire County,25003.0,949.0,Massachusetts
St. Louis County,29189.0,6035.0,Missouri
Audrain County,29007.0,151.0,Missouri
Durham County,37063.0,1559.0,North Carolina
Lamar County,28073.0,320.0,Mississippi
St. John the Baptist Parish,22095.0,227.0,Louisiana
Bonner County,16017.0,346.0,Idaho
Custer County,30017.0,75.0,Montana
Champaign County,17019.0,939.0,Illinois
Saline County,5125.0,719.0,Arkansas
Greene County,39057.0,967.0,Ohio
Kingfisher County,40073.0,84.0,Oklahoma
Linn County,29115.0,80.0,Missouri
Crawford County,39033.0,278.0,Ohio
Schleicher County,48413.0,15.0,Texas
Kootenai County,16055.0,1040.0,Idaho
Phillips County,5107.0,107.0,Arkansas
Monroe County,17133.0,213.0,Illinois
Grand Forks County,38035.0,330.0,North Dakota
Wake County,37183.0,5126.0,North Carolina
Bedford County,47003.0,266.0,Tennessee
Mower County,27099.0,236.0,Minnesota
Blue Earth County,27013.0,324.0,Minnesota
Howell County,29091.0,247.0,Missouri
Anne Arundel County,24003.0,3173.0,Maryland
Multnomah County,41051.0,4034.0,Oregon
Buncombe County,37021.0,1720.0,North Carolina
Noble County,40103.0,71.0,Oklahoma
DeKalb County,47041.0,127.0,Tennessee
Worcester County,25027.0,4854.0,Massachusetts
Lafayette County,5073.0,48.0,Arkansas
Winnebago County,17201.0,1672.0,Illinois
Phelps County,29161.0,244.0,Missouri
Grand Traverse County,26055.0,615.0,Michigan
Washington County,13303.0,123.0,Georgia
Hyde County,46069.0,10.0,South Dakota
Sheboygan County,55117.0,725.0,Wisconsin
Orleans County,50019.0,187.0,Vermont
Obion County,47131.0,201.0,Tennessee
Shelby County,19165.0,84.0,Iowa
Angelina County,48005.0,478.0,Texas
Massac County,17127.0,95.0,Illinois
Ector County,48135.0,619.0,Texas
Mercer County,54055.0,402.0,West Virginia
Big Horn County,30003.0,61.0,Montana
Daggett County,49009.0,7.0,Utah
Victoria County,48469.0,490.0,Texas
Fayette County,47047.0,287.0,Tennessee
Coleman County,48083.0,62.0,Texas
Rogers County,40131.0,531.0,Oklahoma
Lake County,46079.0,72.0,South Dakota
Wilson County,37195.0,480.0,North Carolina
Kimble County,48267.0,33.0,Texas
Rusk County,48401.0,302.0,Texas
Elk County,42047.0,219.0,Pennsylvania
Bedford County,42009.0,335.0,Pennsylvania
Hillsborough County,33011.0,2397.0,New Hampshire
Westchester County,36119.0,5867.0,New York
Bradley County,5011.0,66.0,Arkansas
Murray County,27101.0,63.0,Minnesota
Dent County,29065.0,99.0,Missouri
Lucas County,19117.0,59.0,Iowa
Franklin County,39049.0,6011.0,Ohio
Ashland County,55003.0,104.0,Wisconsin
Portage County,39133.0,923.0,Ohio
Saunders County,31155.0,134.0,Nebraska
San Luis Obispo County,6079.0,1792.0,California
Teton County,30099.0,43.0,Montana
Pitt County,37147.0,816.0,North Carolina
Crawford County,19047.0,97.0,Iowa
Barton County,29011.0,73.0,Missouri
Brooke County,54009.0,167.0,West Virginia
Gonzales County,48177.0,108.0,Texas
Lincoln County,46083.0,297.0,South Dakota
Norfolk City,51710.0,1060.0,Virginia
Ulster County,36111.0,1185.0,New York
Oconee County,45073.0,559.0,South Carolina
Sebastian County,5131.0,704.0,Arkansas
Carroll County,19027.0,135.0,Iowa
Charlotte County,51037.0,82.0,Virginia
Grundy County,29079.0,63.0,Missouri
Washington County,24043.0,911.0,Maryland
McLennan County,48309.0,1282.0,Texas
Stark County,39151.0,2345.0,Ohio
Galveston County,48167.0,1818.0,Texas
Winnebago County,19189.0,70.0,Iowa
Hunt County,48231.0,547.0,Texas
Washington County,40147.0,320.0,Oklahoma
Sumter County,1119.0,70.0,Alabama
Norfolk County,25021.0,4198.0,Massachusetts
Richland County,17159.0,105.0,Illinois
Arenac County,26011.0,115.0,Michigan
Henrico County,51087.0,1826.0,Virginia
Custer County,31041.0,71.0,Nebraska
Newton County,28101.0,118.0,Mississippi
Montgomery County,37123.0,172.0,North Carolina
Polk County,31143.0,34.0,Nebraska
DeSoto County,12027.0,226.0,Florida
Evans County,13109.0,60.0,Georgia
Hale County,1065.0,94.0,Alabama
York County,45091.0,1431.0,South Carolina
Wright County,29229.0,114.0,Missouri
Bristol County,25005.0,3357.0,Massachusetts
Manatee County,12081.0,3101.0,Florida
Etowah County,1055.0,640.0,Alabama
Trempealeau County,55121.0,186.0,Wisconsin
Potter County,42105.0,118.0,Pennsylvania
Jefferson County,54037.0,335.0,West Virginia
Isle of Wight County,51093.0,244.0,Virginia
Fayette County,42051.0,873.0,Pennsylvania
St. Francis County,5123.0,134.0,Arkansas
Caledonia County,50005.0,199.0,Vermont
Gratiot County,26057.0,240.0,Michigan
Hettinger County,38041.0,18.0,North Dakota
Tippah County,28139.0,125.0,Mississippi
Henderson County,21101.0,270.0,Kentucky
Gallatin County,17059.0,35.0,Illinois
Grimes County,48185.0,173.0,Texas
McDonough County,17109.0,157.0,Illinois
Knox County,47093.0,2564.0,Tennessee
Douglas County,55031.0,274.0,Wisconsin
Pontotoc County,40123.0,212.0,Oklahoma
Story County,19169.0,402.0,Iowa
Gloucester County,51073.0,255.0,Virginia
Ada County,16001.0,2490.0,Idaho
Jefferson County,19101.0,113.0,Iowa
Moniteau County,29135.0,85.0,Missouri
Carson City,32510.0,377.0,Nevada
Delaware County,39041.0,1063.0,Ohio
Susquehanna County,42115.0,284.0,Pennsylvania
McLeod County,27085.0,230.0,Minnesota
Carroll County,28015.0,72.0,Mississippi
Taylor County,48441.0,684.0,Texas
Augusta County,51015.0,520.0,Virginia
Briscoe County,48045.0,11.0,Texas
Poweshiek County,19157.0,120.0,Iowa
Howard County,31093.0,43.0,Nebraska
Allen County,39003.0,603.0,Ohio
Androscoggin County,23001.0,663.0,Maine
Clearwater County,16035.0,73.0,Idaho
Orangeburg County,45075.0,530.0,South Carolina
Buffalo County,31019.0,247.0,Nebraska
Noxubee County,28103.0,57.0,Mississippi
Jefferson County,55055.0,499.0,Wisconsin
Santa Barbara County,6083.0,2292.0,California
McIntosh County,40091.0,142.0,Oklahoma
Wilson County,47189.0,798.0,Tennessee
Houston County,27055.0,127.0,Minnesota
Stanley County,46117.0,19.0,South Dakota
Franklin County,23007.0,208.0,Maine
Lamar County,1075.0,91.0,Alabama
Todd County,21219.0,67.0,Kentucky
Menifee County,21165.0,43.0,Kentucky
Faulkner County,5045.0,572.0,Arkansas
Oscoda County,26135.0,66.0,Michigan
New Castle County,10003.0,3132.0,Delaware
Catawba County,37035.0,957.0,North Carolina
Saline County,29195.0,133.0,Missouri
Jefferson County,42065.0,293.0,Pennsylvania
Franklin County,47051.0,269.0,Tennessee
St. Charles County,29183.0,2191.0,Missouri
Harris County,13145.0,212.0,Georgia
Pulaski County,13235.0,66.0,Georgia
Anchorage Borough,2020.0,1291.0,Alaska
Yoakum County,48501.0,34.0,Texas
Oglala Lakota,46102.0,44.0,South Dakota
Marion County,45067.0,187.0,South Carolina
Botetourt County,51023.0,241.0,Virginia
Adams County,19003.0,27.0,Iowa
Sanilac County,26151.0,276.0,Michigan
Leon County,12073.0,1345.0,Florida
Franklin County,51067.0,388.0,Virginia
Bolivar County,28011.0,172.0,Mississippi
Beaver County,49001.0,32.0,Utah
Osceola County,12097.0,1810.0,Florida
Ellis County,48139.0,886.0,Texas
Benton County,29015.0,167.0,Missouri
Waupaca County,55135.0,349.0,Wisconsin
King William County,51101.0,99.0,Virginia
Potter County,46107.0,17.0,South Dakota
Hardeman County,48197.0,24.0,Texas
Somerset County,34035.0,1956.0,New Jersey
Dorchester County,45035.0,812.0,South Carolina
Clarendon County,45027.0,225.0,South Carolina
Bonneville County,16019.0,554.0,Idaho
Rutherford County,47149.0,1409.0,Tennessee
Calhoun County,5013.0,33.0,Arkansas
Scott County,28123.0,150.0,Mississippi
Bledsoe County,47007.0,98.0,Tennessee
Freestone County,48161.0,124.0,Texas
Crawford County,17033.0,119.0,Illinois
Montgomery County,47125.0,805.0,Tennessee
Fayette County,13113.0,722.0,Georgia
Carbon County,49007.0,111.0,Utah
Laramie County,56021.0,543.0,Wyoming
Portsmouth City,51740.0,499.0,Virginia
Upson County,13293.0,170.0,Georgia
Glascock County,13125.0,16.0,Georgia
Coryell County,48099.0,318.0,Texas
Grant County,55043.0,290.0,Wisconsin
Washington County,47179.0,780.0,Tennessee
Seminole County,40133.0,141.0,Oklahoma
Independence County,5063.0,215.0,Arkansas
Putnam County,47141.0,419.0,Tennessee
Dauphin County,42043.0,1614.0,Pennsylvania
Chittenden County,50007.0,875.0,Vermont
Pope County,5115.0,340.0,Arkansas
Philadelphia County,42101.0,7762.0,Pennsylvania
Lafayette County,12067.0,45.0,Florida
Gwinnett County,13135.0,4001.0,Georgia
Tehama County,6103.0,405.0,California
Webster County,21233.0,76.0,Kentucky
Alcorn County,28003.0,208.0,Mississippi
Freeborn County,27047.0,208.0,Minnesota
Lapeer County,26087.0,554.0,Michigan
Boone County,29019.0,798.0,Missouri
Wexford County,26165.0,210.0,Michigan
Hamilton County,48193.0,59.0,Texas
Middlesex County,51119.0,95.0,Virginia
Chesapeake City,51550.0,1225.0,Virginia
Cuming County,31039.0,57.0,Nebraska
McNairy County,47109.0,164.0,Tennessee
Polk County,47139.0,115.0,Tennessee
Laurens County,45059.0,405.0,South Carolina
Bristol County,44001.0,325.0,Rhode Island
Door County,55029.0,251.0,Wisconsin
Titus County,48449.0,154.0,Texas
Spartanburg County,45083.0,1769.0,South Carolina
Florence County,45041.0,782.0,South Carolina
Richmond City,51760.0,1083.0,Virginia
Union County,34039.0,2960.0,New Jersey
Washington County,50023.0,381.0,Vermont
DuPage County,17043.0,5105.0,Illinois
Shawano County,55115.0,269.0,Wisconsin
Louisa County,51109.0,242.0,Virginia
Fluvanna County,51065.0,171.0,Virginia
Hickman County,21105.0,32.0,Kentucky
Montgomery County,1101.0,1198.0,Alabama
Wheeler County,48483.0,32.0,Texas
Washita County,40149.0,63.0,Oklahoma
Barron County,55005.0,318.0,Wisconsin
Gem County,16045.0,129.0,Idaho
Renville County,38075.0,15.0,North Dakota
Rockdale County,13247.0,488.0,Georgia
Early County,13099.0,64.0,Georgia
Barnstable County,25001.0,1982.0,Massachusetts
Grafton County,33009.0,596.0,New Hampshire
Yuba County,6115.0,362.0,California
La Crosse County,55063.0,652.0,Wisconsin
Fulton County,5049.0,90.0,Arkansas
Columbia County,55021.0,359.0,Wisconsin
Lavaca County,48285.0,139.0,Texas
Alachua County,12001.0,1297.0,Florida
Kerr County,48265.0,399.0,Texas
Passaic County,34031.0,2687.0,New Jersey
Marathon County,55073.0,812.0,Wisconsin
Liberty County,12077.0,42.0,Florida
Kenai Peninsula Borough,2122.0,345.0,Alaska
Barnes County,38003.0,73.0,North Dakota
Virginia Beach City,51810.0,2316.0,Virginia
Juab County,49023.0,47.0,Utah
Marengo County,1091.0,116.0,Alabama
Sequatchie County,47153.0,101.0,Tennessee
Tompkins County,36109.0,508.0,New York
DeSoto County,28033.0,871.0,Mississippi
Grady County,40051.0,307.0,Oklahoma
Rusk County,55107.0,105.0,Wisconsin
Amherst County,51009.0,209.0,Virginia
Eaton County,26045.0,659.0,Michigan
Hancock County,13141.0,62.0,Georgia
McDowell County,54047.0,131.0,West Virginia
Leelanau County,26089.0,189.0,Michigan
Adair County,40001.0,105.0,Oklahoma
Carter County,30011.0,11.0,Montana
Floyd County,51063.0,105.0,Virginia
McCormick County,45065.0,90.0,South Carolina
Edgar County,17045.0,113.0,Illinois
Pike County,42103.0,415.0,Pennsylvania
Lee County,5077.0,55.0,Arkansas
Lancaster County,42071.0,3184.0,Pennsylvania
Henry County,1067.0,118.0,Alabama
Westmoreland County,51193.0,137.0,Virginia
Clarke County,28023.0,100.0,Mississippi
Carver County,27019.0,502.0,Minnesota
Bennington County,50003.0,262.0,Vermont
Pondera County,30073.0,38.0,Montana
Le Flore County,40079.0,276.0,Oklahoma
Kane County,17089.0,2585.0,Illinois
Clay County,29047.0,1252.0,Missouri
Burnet County,48053.0,328.0,Texas
Jackson County,27063.0,69.0,Minnesota
Iosco County,26069.0,207.0,Michigan
Clay County,37043.0,96.0,North Carolina
Yell County,5149.0,116.0,Arkansas
Hendry County,12051.0,185.0,Florida
Wood County,55141.0,489.0,Wisconsin
Avery County,37011.0,121.0,North Carolina
Prowers County,8099.0,65.0,Colorado
Summers County,54089.0,88.0,West Virginia
Franklin County,50011.0,278.0,Vermont
Dane County,55025.0,2640.0,Wisconsin
Williamson County,48491.0,2653.0,Texas
Anderson County,45007.0,1180.0,South Carolina
Delaware County,42045.0,3166.0,Pennsylvania
Adams County,42001.0,668.0,Pennsylvania
Manistee County,26101.0,187.0,Michigan
St. Clair County,29185.0,69.0,Missouri
Bibb County,1007.0,128.0,Alabama
Tioga County,42117.0,279.0,Pennsylvania
Overton County,47133.0,142.0,Tennessee
Brown County,48049.0,237.0,Texas
Brazoria County,48039.0,1647.0,Texas
Morrow County,39117.0,210.0,Ohio
San Juan County,53055.0,164.0,Washington
Marion County,41047.0,1786.0,Oregon
Bowie County,48037.0,514.0,Texas
Cumberland County,23005.0,1830.0,Maine
Barbour County,1005.0,158.0,Alabama
Johnson County,29101.0,237.0,Missouri
Perry County,47135.0,55.0,Tennessee
Pulaski County,5119.0,2089.0,Arkansas
Taney County,29213.0,361.0,Missouri
Auglaize County,39011.0,271.0,Ohio
Roseau County,27135.0,92.0,Minnesota
Benton County,27009.0,197.0,Minnesota
Red Willow County,31145.0,70.0,Nebraska
San Patricio County,48409.0,340.0,Texas
Frederick County,24021.0,1392.0,Maryland
Alleghany County and Clifton Forge City,51005.0,112.0,Virginia
Middlesex County,34023.0,4519.0,New Jersey
Calhoun County,54013.0,45.0,West Virginia
Putnam County,29171.0,33.0,Missouri
Perkins County,31135.0,19.0,Nebraska
Marin County,6041.0,1785.0,California
Dallas County,19049.0,421.0,Iowa
Navarro County,48349.0,282.0,Texas
Emmons County,38029.0,27.0,North Dakota
Randall County,48381.0,697.0,Texas
Hamilton County,12047.0,82.0,Florida
Chesterfield County,51041.0,1879.0,Virginia
Forest County,55041.0,67.0,Wisconsin
Lincoln County,28085.0,198.0,Mississippi
Lee County,12071.0,5773.0,Florida
Webster County,13307.0,16.0,Georgia
Portage County,55097.0,382.0,Wisconsin
Putnam County,39137.0,200.0,Ohio
Dillingham Census Area,2070.0,19.0,Alaska
Benton County,28009.0,45.0,Mississippi
Baldwin County,1003.0,1450.0,Alabama
Florence County,55037.0,35.0,Wisconsin
Brookings County,46011.0,140.0,South Dakota
Sanders County,30089.0,106.0,Montana
Johnson County,5071.0,141.0,Arkansas
Cass County,29037.0,601.0,Missouri
Gulf County,12045.0,107.0,Florida
Taliaferro County,13265.0,13.0,Georgia
Windsor County,50027.0,402.0,Vermont
Brule County,46015.0,32.0,South Dakota
Boone County,17007.0,289.0,Illinois
Richmond County,51159.0,58.0,Virginia
Oldham County,48359.0,10.0,Texas
Unicoi County,47171.0,121.0,Tennessee
Lubbock County,48303.0,1323.0,Texas
DeKalb County,13089.0,3515.0,Georgia
Buckingham County,51029.0,106.0,Virginia
Morgan County,47129.0,127.0,Tennessee
Holt County,31089.0,66.0,Nebraska
Kossuth County,19109.0,105.0,Iowa
St. Clair County,1115.0,515.0,Alabama
Archer County,48009.0,56.0,Texas
Chippewa County,26033.0,218.0,Michigan
Montgomery County,42091.0,4960.0,Pennsylvania
Kewaunee County,55061.0,134.0,Wisconsin
Wilkes County,37193.0,440.0,North Carolina
Tooele County,49045.0,256.0,Utah
King County,53033.0,10600.0,Washington
Barry County,29009.0,227.0,Missouri
Hyde County,37095.0,33.0,North Carolina
Bee County,48025.0,138.0,Texas
Walsh County,38099.0,72.0,North Dakota
Hertford County,37091.0,136.0,North Carolina
Clark County,17023.0,93.0,Illinois
Eastland County,48133.0,116.0,Texas
Lac qui Parle County,27073.0,53.0,Minnesota
Kendall County,48259.0,265.0,Texas
Cole County,29051.0,428.0,Missouri
Marlboro County,45069.0,158.0,South Carolina
DeWitt County,48123.0,121.0,Texas
Klamath County,41035.0,438.0,Oregon
Roanoke County,51161.0,615.0,Virginia
Humboldt County,6023.0,769.0,California
Newaygo County,26123.0,304.0,Michigan
Marshall County,40095.0,102.0,Oklahoma
Sullivan County,36105.0,469.0,New York
Idaho County,16049.0,130.0,Idaho
Webster County,29225.0,202.0,Missouri
Sauk County,55111.0,391.0,Wisconsin
Macon County,37113.0,291.0,North Carolina
Butler County,31023.0,53.0,Nebraska
Stevens County,27149.0,49.0,Minnesota
Churchill County,32001.0,146.0,Nevada
Outagamie County,55087.0,994.0,Wisconsin
Providence County,44007.0,3425.0,Rhode Island
Surry County,51181.0,50.0,Virginia
Bleckley County,13023.0,71.0,Georgia
Clackamas County,41005.0,2432.0,Oregon
Charleston County,45019.0,2212.0,South Carolina
Charles County,24017.0,806.0,Maryland
Essex County,34013.0,4120.0,New Jersey
Shelby County,39149.0,263.0,Ohio
Moody County,46101.0,38.0,South Dakota
Windham County,50025.0,311.0,Vermont
Jim Wells County,48249.0,193.0,Texas
Mecosta County,26107.0,234.0,Michigan
Turner County,46125.0,55.0,South Dakota
Doddridge County,54017.0,52.0,West Virginia
Audubon County,19009.0,41.0,Iowa
Mahoning County,39099.0,1480.0,Ohio
Clinton County,29049.0,125.0,Missouri
Yankton County,46135.0,140.0,South Dakota
Henry County,39069.0,164.0,Ohio
Shelby County,47157.0,4485.0,Tennessee
Tarrant County,48439.0,8939.0,Texas
Neshoba County,28099.0,150.0,Mississippi
Blanco County,48031.0,88.0,Texas
Amite County,28005.0,89.0,Mississippi
Williamson County,47187.0,1172.0,Tennessee
Bland County,51021.0,45.0,Virginia
Bradley County,47011.0,594.0,Tennessee
Scotts Bluff County,31157.0,212.0,Nebraska
Grayson County,51077.0,111.0,Virginia
Calhoun County,12013.0,83.0,Florida
Walker County,13295.0,401.0,Georgia
Wayne County,28153.0,110.0,Mississippi
Forest County,42053.0,46.0,Pennsylvania
Giles County,47055.0,191.0,Tennessee
Powhatan County,51145.0,185.0,Virginia
Colorado County,48089.0,132.0,Texas
Mineral County,32021.0,33.0,Nevada
Clarke County,13059.0,494.0,Georgia
Lebanon County,42075.0,859.0,Pennsylvania
Rock Island County,17161.0,862.0,Illinois
Hockley County,48219.0,105.0,Texas
Hays County,48209.0,939.0,Texas
Huntingdon County,42061.0,281.0,Pennsylvania
Falls County,48145.0,100.0,Texas
Edwards County,17047.0,40.0,Illinois
Lynchburg City,51680.0,352.0,Virginia
Mercer County,39107.0,239.0,Ohio
Calhoun County,26025.0,763.0,Michigan
Missoula County,30063.0,592.0,Montana
Hampden County,25013.0,2568.0,Massachusetts
Madison County,47113.0,546.0,Tennessee
Polk County,29167.0,174.0,Missouri
Placer County,6061.0,2411.0,California
Sweet Grass County,30097.0,27.0,Montana
Chambers County,1017.0,215.0,Alabama
Chatham County,13051.0,1510.0,Georgia
Todd County,27153.0,163.0,Minnesota
Tattnall County,13267.0,123.0,Georgia
Fulton County,39051.0,242.0,Ohio
Crittenden County,21055.0,56.0,Kentucky
Columbia County,13073.0,745.0,Georgia
Lamoille County,50015.0,150.0,Vermont
Hughes County,40063.0,75.0,Oklahoma
Carter County,40019.0,260.0,Oklahoma
Sonoma County,6097.0,2994.0,California
Bryan County,40013.0,248.0,Oklahoma
Perry County,1105.0,53.0,Alabama
Berrien County,26021.0,940.0,Michigan
Warren County,28149.0,249.0,Mississippi
Carbon County,30009.0,75.0,Montana
Montgomery County,5097.0,65.0,Arkansas
Newton County,29145.0,343.0,Missouri
Fillmore County,31059.0,38.0,Nebraska
Kershaw County,45055.0,380.0,South Carolina
Tillman County,40141.0,42.0,Oklahoma
Stone County,29209.0,255.0,Missouri
Chippewa County,55017.0,386.0,Wisconsin
Wayne County,39169.0,651.0,Ohio
Coal County,40029.0,31.0,Oklahoma
Torrance County,35057.0,98.0,New Mexico
Traill County,38097.0,49.0,North Dakota
Lincoln County,23015.0,277.0,Maine
Ventura County,6111.0,4423.0,California
Mobile County,1097.0,2208.0,Alabama
Yamhill County,41071.0,588.0,Oregon
Christian County,29043.0,453.0,Missouri
Winston County,28159.0,111.0,Mississippi
Colbert County,1033.0,345.0,Alabama
Bullock County,1011.0,57.0,Alabama
Jefferson County,1073.0,3530.0,Alabama
Grant County,54023.0,73.0,West Virginia
Lexington County,45063.0,1548.0,South Carolina
Beckham County,40009.0,108.0,Oklahoma
Orleans Parish,22071.0,1975.0,Louisiana
Leake County,28079.0,117.0,Mississippi
Matanuska-Susitna Borough,2170.0,471.0,Alaska
Washington County,49053.0,1052.0,Utah
Bastrop County,48021.0,486.0,Texas
Jackson County,41029.0,1423.0,Oregon
Jackson County,47087.0,80.0,Tennessee
Stephenson County,17177.0,298.0,Illinois
Wheeler County,41069.0,12.0,Oregon
Poquoson City,51735.0,74.0,Virginia
Okaloosa County,12091.0,1097.0,Florida
Jefferson County,16051.0,122.0,Idaho
Essex County,25009.0,4509.0,Massachusetts
Laurens County,13175.0,271.0,Georgia
Burnett County,55013.0,138.0,Wisconsin
Keith County,31101.0,63.0,Nebraska
Orange County,50017.0,194.0,Vermont
Garfield County,40047.0,325.0,Oklahoma
Isabella County,26073.0,276.0,Michigan
Clark County,29045.0,42.0,Missouri
Stark County,38089.0,146.0,North Dakota
Hanover County,51085.0,639.0,Virginia
Douglas County,32005.0,404.0,Nevada
